category,im_url_display,subcategory,description,gender,price,im_url_small,brand_name,im_url_md,product_url,currency,im_url,im_name,product_name,store,product_id
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/U/9/NMX39U9_mn.jpg,Handbags,"adidas Superstar low-top sneaker, original 1970 design, remade in suede with snake-embossed leather 3-Stripes and trim. 1"" flat heel. Textured round toe. Lace-up front. Striped sides. Logo-print heel counter. Padded collar and footbed. Rubber outsole. ""Superstar"" is imported.",,85.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/U/9/NMX39U9_an.jpg,adidas,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/U/9/NMX39U9_ak.jpg,http://www.neimanmarcus.com/adidas-Superstar-Original-Fashion-Sneaker-Clear-Pink-White-All-Shoes/prod190600088_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod190600088&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/U/9/NMX39U9_az.jpg,NMX39U9_az,"Superstar Original Fashion Sneaker, Clear Pink/White",Neiman Marcus,759b9b08
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/U/9/NMX39U9_mn.jpg,Handbags,"adidas Superstar low-top sneaker, original 1970 design, remade in suede with snake-embossed leather 3-Stripes and trim. 1"" flat heel. Textured round toe. Lace-up front. Striped sides. Logo-print heel counter. Padded collar and footbed. Rubber outsole. ""Superstar"" is imported.",,85.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/U/9/NMX39U9_bn.jpg,adidas,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/U/9/NMX39U9_bk.jpg,http://www.neimanmarcus.com/adidas-Superstar-Original-Fashion-Sneaker-Clear-Pink-White-All-Shoes/prod190600088_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod190600088&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/U/9/NMX39U9_bz.jpg,NMX39U9_bz,"Superstar Original Fashion Sneaker, Clear Pink/White",Neiman Marcus,759b9b08
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/B/B/Z/NMX3BBZ_cn.jpg,Handbags,"Rag & Bone Italian calf suede sandal. 2.5"" braided-jute wedge heel; 1"" platform; 1.5"" equiv. Open toe. Crisscross vamp. Adjustable ankle strap. Rubber outsole. ""Sienna"" is made in Spain.",,395.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/B/B/Z/NMX3BBZ_cn.jpg,Rag & Bone,http://images.neimanmarcus.com/ca/1/product_assets/X/3/B/B/Z/NMX3BBZ_ck.jpg,http://www.neimanmarcus.com/Rag-Bone-Sienna-Crisscross-Espadrille-Wedge-Sandal-Gray-All-Shoes/prod191500219_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod191500219&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/B/B/Z/NMX3BBZ_cz.jpg,NMX3BBZ_cz,"Sienna Crisscross Espadrille Wedge Sandal, Gray",Neiman Marcus,76017d06
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/B/B/Z/NMX3BBZ_cn.jpg,Handbags,"Rag & Bone Italian calf suede sandal. 2.5"" braided-jute wedge heel; 1"" platform; 1.5"" equiv. Open toe. Crisscross vamp. Adjustable ankle strap. Rubber outsole. ""Sienna"" is made in Spain.",,395.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_mn.jpg,Rag & Bone,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_mk.jpg,http://www.neimanmarcus.com/Rag-Bone-Sienna-Crisscross-Espadrille-Wedge-Sandal-Gray-All-Shoes/prod191500219_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod191500219&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_mz.jpg,NMX3BBZ_mz,"Sienna Crisscross Espadrille Wedge Sandal, Gray",Neiman Marcus,76017d06
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/B/B/Z/NMX3BBZ_cn.jpg,Handbags,"Rag & Bone Italian calf suede sandal. 2.5"" braided-jute wedge heel; 1"" platform; 1.5"" equiv. Open toe. Crisscross vamp. Adjustable ankle strap. Rubber outsole. ""Sienna"" is made in Spain.",,395.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_bn.jpg,Rag & Bone,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_bk.jpg,http://www.neimanmarcus.com/Rag-Bone-Sienna-Crisscross-Espadrille-Wedge-Sandal-Gray-All-Shoes/prod191500219_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod191500219&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_bz.jpg,NMX3BBZ_bz,"Sienna Crisscross Espadrille Wedge Sandal, Gray",Neiman Marcus,76017d06
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/B/B/Z/NMX3BBZ_cn.jpg,Handbags,"Rag & Bone Italian calf suede sandal. 2.5"" braided-jute wedge heel; 1"" platform; 1.5"" equiv. Open toe. Crisscross vamp. Adjustable ankle strap. Rubber outsole. ""Sienna"" is made in Spain.",,395.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_an.jpg,Rag & Bone,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_ak.jpg,http://www.neimanmarcus.com/Rag-Bone-Sienna-Crisscross-Espadrille-Wedge-Sandal-Gray-All-Shoes/prod191500219_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod191500219&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_az.jpg,NMX3BBZ_az,"Sienna Crisscross Espadrille Wedge Sandal, Gray",Neiman Marcus,76017d06
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_bn.jpg,Handbags,"Gucci leather low-top sneaker with embroidered floral appliqué. Red snakeskin detail on the back of one shoe. Green snakeskin detail on the back of the other shoe. 1"" flat heel. Round toe. Signature web detail on sides. Embroidered bow on back. Lace-up front. Rubber sole. ""New Ace"" is made in Italy.",,695.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_bn.jpg,Gucci,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_bk.jpg,http://www.neimanmarcus.com/Gucci-New-Ace-Floral-Embroidered-Low-Top-Sneaker-White-Multi-All-Shoes/prod188020100_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod188020100&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_bz.jpg,NMX34PH_bz,"New Ace Floral-Embroidered Low-Top Sneaker, White/Multi",Neiman Marcus,770f6ca8
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_bn.jpg,Handbags,"Gucci leather low-top sneaker with embroidered floral appliqué. Red snakeskin detail on the back of one shoe. Green snakeskin detail on the back of the other shoe. 1"" flat heel. Round toe. Signature web detail on sides. Embroidered bow on back. Lace-up front. Rubber sole. ""New Ace"" is made in Italy.",,695.00,http://images.neimanmarcus.com/ca/3/product_assets/X/3/4/P/H/NMX34PH_mn.jpg,Gucci,http://images.neimanmarcus.com/ca/3/product_assets/X/3/4/P/H/NMX34PH_mk.jpg,http://www.neimanmarcus.com/Gucci-New-Ace-Floral-Embroidered-Low-Top-Sneaker-White-Multi-All-Shoes/prod188020100_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod188020100&cmCat=product,USD,http://images.neimanmarcus.com/ca/3/product_assets/X/3/4/P/H/NMX34PH_mz.jpg,NMX34PH_mz,"New Ace Floral-Embroidered Low-Top Sneaker, White/Multi",Neiman Marcus,770f6ca8
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_bn.jpg,Handbags,"Gucci leather low-top sneaker with embroidered floral appliqué. Red snakeskin detail on the back of one shoe. Green snakeskin detail on the back of the other shoe. 1"" flat heel. Round toe. Signature web detail on sides. Embroidered bow on back. Lace-up front. Rubber sole. ""New Ace"" is made in Italy.",,695.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_an.jpg,Gucci,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_ak.jpg,http://www.neimanmarcus.com/Gucci-New-Ace-Floral-Embroidered-Low-Top-Sneaker-White-Multi-All-Shoes/prod188020100_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod188020100&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_az.jpg,NMX34PH_az,"New Ace Floral-Embroidered Low-Top Sneaker, White/Multi",Neiman Marcus,770f6ca8
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_bn.jpg,Handbags,"Gucci leather low-top sneaker with embroidered floral appliqué. Red snakeskin detail on the back of one shoe. Green snakeskin detail on the back of the other shoe. 1"" flat heel. Round toe. Signature web detail on sides. Embroidered bow on back. Lace-up front. Rubber sole. ""New Ace"" is made in Italy.",,695.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_cn.jpg,Gucci,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_ck.jpg,http://www.neimanmarcus.com/Gucci-New-Ace-Floral-Embroidered-Low-Top-Sneaker-White-Multi-All-Shoes/prod188020100_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod188020100&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/P/H/NMX34PH_cz.jpg,NMX34PH_cz,"New Ace Floral-Embroidered Low-Top Sneaker, White/Multi",Neiman Marcus,770f6ca8
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_an.jpg,Handbags,"kate spade new york metallic tumbled leather sandal. 0.5"" stacked flat heel. Thong strap. Strap across instep with tassels. Adjustable slingback strap. ""clorinda"" is imported.",,138.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_an.jpg,kate spade new york,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_ak.jpg,http://www.neimanmarcus.com/kate-spade-new-york-clorinda-leather-flat-tassel-sandal-rose-gold-All-Shoes/prod189780028_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod189780028&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_az.jpg,NMX386K_az,"clorinda leather flat tassel sandal, rose gold",Neiman Marcus,775fd4a4
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_an.jpg,Handbags,"kate spade new york metallic tumbled leather sandal. 0.5"" stacked flat heel. Thong strap. Strap across instep with tassels. Adjustable slingback strap. ""clorinda"" is imported.",,138.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_cn.jpg,kate spade new york,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_ck.jpg,http://www.neimanmarcus.com/kate-spade-new-york-clorinda-leather-flat-tassel-sandal-rose-gold-All-Shoes/prod189780028_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod189780028&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_cz.jpg,NMX386K_cz,"clorinda leather flat tassel sandal, rose gold",Neiman Marcus,775fd4a4
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_an.jpg,Handbags,"kate spade new york metallic tumbled leather sandal. 0.5"" stacked flat heel. Thong strap. Strap across instep with tassels. Adjustable slingback strap. ""clorinda"" is imported.",,138.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_mn.jpg,kate spade new york,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_mk.jpg,http://www.neimanmarcus.com/kate-spade-new-york-clorinda-leather-flat-tassel-sandal-rose-gold-All-Shoes/prod189780028_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod189780028&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_mz.jpg,NMX386K_mz,"clorinda leather flat tassel sandal, rose gold",Neiman Marcus,775fd4a4
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_an.jpg,Handbags,"kate spade new york metallic tumbled leather sandal. 0.5"" stacked flat heel. Thong strap. Strap across instep with tassels. Adjustable slingback strap. ""clorinda"" is imported.",,138.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_bn.jpg,kate spade new york,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_bk.jpg,http://www.neimanmarcus.com/kate-spade-new-york-clorinda-leather-flat-tassel-sandal-rose-gold-All-Shoes/prod189780028_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod189780028&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/8/6/K/NMX386K_bz.jpg,NMX386K_bz,"clorinda leather flat tassel sandal, rose gold",Neiman Marcus,775fd4a4
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/Z/6/NMX34Z6_an.jpg,Handbags,"Christian Louboutin patent leather pump. 4"" covered stiletto heel. Almond toe. Low-dipped collar. Padded footbed. Slip-on style. Signature red leather sole. ""Merci Allen"" is made in Italy.",,675.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/Z/6/NMX34Z6_an.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/Z/6/NMX34Z6_ak.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Merci-Allen-Patent-100mm-Red-Sole-Pump-Nude-All-Shoes/prod188270240_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod188270240&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/Z/6/NMX34Z6_az.jpg,NMX34Z6_az,"Merci Allen Patent 100mm Red Sole Pump, Nude",Neiman Marcus,78785f50
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/Z/6/NMX34Z6_an.jpg,Handbags,"Christian Louboutin patent leather pump. 4"" covered stiletto heel. Almond toe. Low-dipped collar. Padded footbed. Slip-on style. Signature red leather sole. ""Merci Allen"" is made in Italy.",,675.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/Z/6/NMX34Z6_mn.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/Z/6/NMX34Z6_mk.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Merci-Allen-Patent-100mm-Red-Sole-Pump-Nude-All-Shoes/prod188270240_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod188270240&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/Z/6/NMX34Z6_mz.jpg,NMX34Z6_mz,"Merci Allen Patent 100mm Red Sole Pump, Nude",Neiman Marcus,78785f50
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/Z/6/NMX34Z6_an.jpg,Handbags,"Christian Louboutin patent leather pump. 4"" covered stiletto heel. Almond toe. Low-dipped collar. Padded footbed. Slip-on style. Signature red leather sole. ""Merci Allen"" is made in Italy.",,675.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/Z/6/NMX34Z6_bn.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/Z/6/NMX34Z6_bk.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Merci-Allen-Patent-100mm-Red-Sole-Pump-Nude-All-Shoes/prod188270240_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod188270240&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/Z/6/NMX34Z6_bz.jpg,NMX34Z6_bz,"Merci Allen Patent 100mm Red Sole Pump, Nude",Neiman Marcus,78785f50
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_bn.jpg,Handbags,"adidas leather low-top sneaker with striped sides. 1"" flat heel. Textured round toe. Lace-up front. Logo-embossed heel counter. Padded footbed. Rubber outsole. ""Superstar"" is imported.",,80.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_bn.jpg,adidas,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_bk.jpg,http://www.neimanmarcus.com/adidas-Superstar-Classic-Sneaker-Black-White-All-Shoes/prod190600050_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod190600050&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_bz.jpg,NMX39TK_bz,"Superstar Classic Sneaker, Black/White",Neiman Marcus,788ad50e
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_bn.jpg,Handbags,"adidas leather low-top sneaker with striped sides. 1"" flat heel. Textured round toe. Lace-up front. Logo-embossed heel counter. Padded footbed. Rubber outsole. ""Superstar"" is imported.",,80.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_an.jpg,adidas,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_ak.jpg,http://www.neimanmarcus.com/adidas-Superstar-Classic-Sneaker-Black-White-All-Shoes/prod190600050_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod190600050&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_az.jpg,NMX39TK_az,"Superstar Classic Sneaker, Black/White",Neiman Marcus,788ad50e
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_bn.jpg,Handbags,"adidas leather low-top sneaker with striped sides. 1"" flat heel. Textured round toe. Lace-up front. Logo-embossed heel counter. Padded footbed. Rubber outsole. ""Superstar"" is imported.",,80.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_cn.jpg,adidas,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_ck.jpg,http://www.neimanmarcus.com/adidas-Superstar-Classic-Sneaker-Black-White-All-Shoes/prod190600050_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod190600050&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_cz.jpg,NMX39TK_cz,"Superstar Classic Sneaker, Black/White",Neiman Marcus,788ad50e
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_bn.jpg,Handbags,"adidas leather low-top sneaker with striped sides. 1"" flat heel. Textured round toe. Lace-up front. Logo-embossed heel counter. Padded footbed. Rubber outsole. ""Superstar"" is imported.",,80.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_mn.jpg,adidas,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_mk.jpg,http://www.neimanmarcus.com/adidas-Superstar-Classic-Sneaker-Black-White-All-Shoes/prod190600050_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod190600050&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_mz.jpg,NMX39TK_mz,"Superstar Classic Sneaker, Black/White",Neiman Marcus,788ad50e
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_bn.jpg,Handbags,"adidas leather low-top sneaker with striped sides. 1"" flat heel. Textured round toe. Lace-up front. Logo-embossed heel counter. Padded footbed. Rubber outsole. ""Superstar"" is imported.",,80.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_en.jpg,adidas,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_ek.jpg,http://www.neimanmarcus.com/adidas-Superstar-Classic-Sneaker-Black-White-All-Shoes/prod190600050_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod190600050&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/9/T/K/NMX39TK_ez.jpg,NMX39TK_ez,"Superstar Classic Sneaker, Black/White",Neiman Marcus,788ad50e
Handbags,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_an.jpg,Handbags,"Tory Burch patent leather slide sandal. 0.5"" flat heel. Thong strap. Printed double-T logo vamp. Golden stud details. Cushioned footbed. Leather lining. Rubber outsole. ""Miller"" is made in Brazil.",,195.00,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_an.jpg,Tory Burch,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_ak.jpg,http://www.neimanmarcus.com/Tory-Burch-Miller-Rainbow-Logo-Flat-Sandal-Vermillion-All-Shoes/prod191920063_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod191920063&cmCat=product,USD,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_az.jpg,NMX3BTX_az,"Miller Rainbow Logo Flat Sandal, Vermillion",Neiman Marcus,7932892a
Handbags,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_an.jpg,Handbags,"Tory Burch patent leather slide sandal. 0.5"" flat heel. Thong strap. Printed double-T logo vamp. Golden stud details. Cushioned footbed. Leather lining. Rubber outsole. ""Miller"" is made in Brazil.",,195.00,http://images.neimanmarcus.com/ca/4/product_assets/X/3/B/T/X/NMX3BTX_en.jpg,Tory Burch,http://images.neimanmarcus.com/ca/4/product_assets/X/3/B/T/X/NMX3BTX_ek.jpg,http://www.neimanmarcus.com/Tory-Burch-Miller-Rainbow-Logo-Flat-Sandal-Vermillion-All-Shoes/prod191920063_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod191920063&cmCat=product,USD,http://images.neimanmarcus.com/ca/4/product_assets/X/3/B/T/X/NMX3BTX_ez.jpg,NMX3BTX_ez,"Miller Rainbow Logo Flat Sandal, Vermillion",Neiman Marcus,7932892a
Handbags,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_an.jpg,Handbags,"Tory Burch patent leather slide sandal. 0.5"" flat heel. Thong strap. Printed double-T logo vamp. Golden stud details. Cushioned footbed. Leather lining. Rubber outsole. ""Miller"" is made in Brazil.",,195.00,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_cn.jpg,Tory Burch,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_ck.jpg,http://www.neimanmarcus.com/Tory-Burch-Miller-Rainbow-Logo-Flat-Sandal-Vermillion-All-Shoes/prod191920063_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod191920063&cmCat=product,USD,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_cz.jpg,NMX3BTX_cz,"Miller Rainbow Logo Flat Sandal, Vermillion",Neiman Marcus,7932892a
Handbags,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_an.jpg,Handbags,"Tory Burch patent leather slide sandal. 0.5"" flat heel. Thong strap. Printed double-T logo vamp. Golden stud details. Cushioned footbed. Leather lining. Rubber outsole. ""Miller"" is made in Brazil.",,195.00,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_mn.jpg,Tory Burch,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_mk.jpg,http://www.neimanmarcus.com/Tory-Burch-Miller-Rainbow-Logo-Flat-Sandal-Vermillion-All-Shoes/prod191920063_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod191920063&cmCat=product,USD,http://images.neimanmarcus.com/ca/5/product_assets/X/3/B/T/X/NMX3BTX_mz.jpg,NMX3BTX_mz,"Miller Rainbow Logo Flat Sandal, Vermillion",Neiman Marcus,7932892a
